CustomerID,Age,Gender,Marital_Status,Education_Level,Employment_Status,Annual_Income,Total_Debt,Avg_Monthly_Revenue,Avg_Monthly_Expenses,Savings_Account_Balance,Tenure,Loan_Repayments,Credit_Card_Fees,Overdraft_Fees,Investment_Account_Balance,Customer_Segment,Branch_Region,Customer_Support_Interactions,Digital_Banking_Usage,Churn,Risk_Score,Default_History
CUST001404,60,Male,Married,Undergraduate,Employed,27405.57,13617.52,1379.16,1062.51,4875.82,28,558.02,124.79,8.38,23324.4,Private,North,6,62,No,417.27,No
CUST001405,55,Female,Single,Undergraduate,Employed,48863.71,10731.15,2896.04,2427.54,6455.3,2,295.46,60.3,27.35,42177.33,Private,North,16,61,No,334.36,Yes
CUST001406,45,Female,Widowed,Undergraduate,Self-Employed,84287.91,21247.99,2496.86,1656.91,29605.73,32,1310.55,41.01,11.92,33070.53,Retail,West,12,97,No,774.58,No
CUST001407,68,Male,Divorced,High School,Employed,60898.66,26665.04,1478.28,950.51,10983.65,26,579.85,166.77,11.62,28842.94,Private,Central,16,81,No,726.57,No
CUST001408,65,Male,Married,Undergraduate,Employed,35851.33,13332.23,2377.69,1478.9,6671.05,5,930.14,88.73,15.32,33760.11,Retail,West,7,56,No,643.43,No
CUST001409,49,Male,Divorced,Postgraduate,Retired,23200.67,4621.92,919.19,601.51,7259.95,11,927.16,110.51,33.76,22245.05,Retail,North,6,56,No,348.13,No
CUST001410,70,Male,Married,High School,Retired,19333.12,4272.05,946.89,608.02,2661.88,10,1399.27,72.82,1.18,2651.96,High Net Worth,Central,13,2,No,647.2,No
CUST001411,34,Male,Divorced,Undergraduate,Employed,54269.29,7810.39,2823.61,2346.19,9067.25,15,340.41,25.56,42.5,29985.05,Private,West,8,12,No,411.05,Yes
CUST001412,31,Male,Married,Undergraduate,Retired,24989.91,7465.47,829.82,544.59,6389.69,18,1180.3,99.63,30.6,4451,Retail,South,7,82,No,732.93,No
CUST001413,37,Male,Married,Undergraduate,Self-Employed,98927.05,48738.02,4770.28,3892.58,21542.72,14,747.63,155.05,15.22,74283.93,Retail,East,0,23,No,667.52,No
CUST001414,26,Male,Married,Undergraduate,Employed,43728.65,6101.82,2579.8,2076.9,5776.43,28,344.65,156.5,5.66,9404.28,Retail,East,10,19,No,696.22,No
CUST001415,47,Male,Single,Postgraduate,Employed,44128.47,10391.89,2960.87,1858.31,10453.88,30,1269.89,185.97,39.5,10651.64,Private,Central,15,54,No,542.19,No
CUST001416,75,Male,Married,Undergraduate,Retired,22646.48,6085.57,1324.44,833.96,4474.65,13,1248.19,171.27,21.82,19796.81,Private,Central,14,69,Yes,509.72,No
CUST001417,23,Female,Single,Undergraduate,Employed,44718.87,13443.82,2593.67,2173.91,7632.96,20,156.26,196.82,21.77,5174.86,Private,North,8,21,No,455.52,No
CUST001418,31,Male,Widowed,Undergraduate,Self-Employed,33589.93,3585.5,1443.55,918.29,9719.53,2,1093.22,122.89,23.51,3709.42,Private,North,8,60,No,821.01,No
CUST001419,44,Female,Single,High School,Employed,48288.24,7837.34,3846.08,2441.33,9102.76,25,314.93,29.17,20.7,8226.72,Retail,North,11,20,No,360.82,No
CUST001420,75,Male,Married,High School,Self-Employed,66890.8,25530.32,2812.15,2288.02,13457.2,12,954.5,175.41,25.66,37122.35,Private,South,16,80,No,528.82,No
CUST001421,39,Female,Married,High School,Self-Employed,84236.89,12093,4683.94,3102.77,11237.1,25,1001.32,191.37,31.53,72298.6,Retail,Central,18,6,No,736.17,No
CUST001422,46,Male,Single,Undergraduate,Employed,31482.6,7481.73,1001.76,776.95,6993.14,4,1031.34,103.55,21.55,16743.65,Retail,Central,2,59,No,632.52,No
CUST001423,24,Female,Married,Undergraduate,Employed,53475.67,22426.62,2918.19,1858.95,7050.91,12,268.14,40.51,48.64,52977.05,High Net Worth,West,2,90,No,802.67,No
CUST001424,32,Male,Married,Postgraduate,Employed,54661.27,18861.46,4345.47,3264.45,4415.45,7,937.64,24.43,19.88,8708.43,Private,East,9,96,No,713.56,Yes
CUST001425,79,Female,Single,Undergraduate,Unemployed,11459.06,4849.42,240.82,145.14,4646.3,38,239.81,130.43,10.72,2564.23,High Net Worth,South,7,99,No,581.77,Yes
CUST001426,77,Male,Married,Undergraduate,Unemployed,10242.42,2341.08,313.42,280.8,2582.34,32,1143.78,140.17,49.01,6566.73,Private,North,18,23,No,753.39,No
CUST001427,18,Male,Single,Undergraduate,Retired,21411.39,5133.18,627.21,479.6,6043.13,6,189.24,22.92,14.81,2295.35,Private,South,18,54,No,801.44,No
CUST001428,76,Female,Single,Undergraduate,Employed,43087,13638.85,2183.27,1790.91,7876.81,27,1160.94,190.87,31.04,27594.94,Retail,North,13,18,No,641.56,No
CUST001429,53,Male,Married,Postgraduate,Employed,60867.14,24091.84,1719.55,1104.54,18392.91,35,1336.89,117.6,41.43,50005.13,Retail,North,6,42,No,425.5,No
CUST001430,70,Male,Married,Undergraduate,Employed,50643.83,19121.2,3061.62,2100.17,11338.57,21,517.96,130.21,0.2,24959.3,Private,Central,7,85,No,694.81,No
CUST001431,44,Male,Divorced,High School,Self-Employed,53207,14523.6,2387.42,1743.85,13688.43,20,1189.61,121.55,14.14,48379.74,Retail,North,4,48,No,344.67,No
CUST001432,47,Female,Divorced,Undergraduate,Employed,71591.2,13433.99,1968.58,1493.81,24131.24,19,684.53,77.05,26.59,35815.05,Retail,West,5,13,No,586.36,No
CUST001433,46,Female,Married,High School,Employed,27551.35,8802.43,1305.49,783.44,8303.13,33,1216.8,182.1,22.79,12045.03,Retail,Central,8,28,No,347.84,No
CUST001434,55,Male,Married,High School,Employed,41368.15,12141.46,3123.46,2481.72,2739.3,4,1060.75,20.69,3.64,8247.22,Retail,North,2,14,No,320.3,Yes
CUST001435,32,Female,Married,Undergraduate,Employed,38410.48,3936.96,1158.13,981.03,12104.93,19,504.8,154.49,22.35,28663.77,Retail,South,11,94,No,450.99,No
CUST001436,22,Male,Single,Undergraduate,Employed,70819.1,29433.3,2500.34,1665.84,10305.64,28,371.23,84.95,5.3,57148.89,Private,South,16,37,No,743.44,Yes
CUST001437,38,Male,Married,High School,Employed,53766.92,11934.15,1611.23,1417.67,8393.22,22,1380.64,54.24,12.49,14247.39,High Net Worth,North,13,99,No,675.68,No
CUST001438,58,Female,Divorced,Undergraduate,Self-Employed,51877.2,11125.39,1591.14,999.86,19344.96,24,1274.57,98.5,37.44,39925.73,High Net Worth,Central,14,47,No,343.94,No
CUST001439,34,Female,Married,Undergraduate,Employed,49389.55,17260.48,1409.3,861.34,10605.57,30,1023.86,55.65,8.93,24539.86,Private,Central,18,53,No,502.03,No
CUST001440,56,Female,Single,Undergraduate,Self-Employed,48821.75,21251.78,1344.81,1052.32,17203.07,29,589.12,176.39,33.26,6351.56,High Net Worth,South,18,41,No,718.98,No
CUST001441,77,Male,Married,High School,Employed,62489.31,15450.71,3889.49,3012.43,7686.7,10,814.64,163.21,48.65,18216.46,Retail,West,7,40,No,487.39,No
CUST001442,30,Male,Single,Undergraduate,Unemployed,7240.71,3095.97,478.73,337.27,1346.44,32,881.01,174.26,12.35,4380.1,Retail,East,16,22,No,821.6,Yes
CUST001443,56,Male,Married,Undergraduate,Unemployed,7331.71,3028.92,467.68,404.99,1177.47,9,220.5,170.46,12.98,3508.13,Retail,West,10,35,No,843.25,No
CUST001444,44,Male,Married,Undergraduate,Employed,41930.24,8605.16,1217.93,737.07,16473.32,25,1461.13,168.47,47.65,9823.3,Private,West,18,77,No,312.78,No
CUST001445,70,Male,Married,Undergraduate,Employed,30813.79,6710.33,1846.86,1169.84,4017.4,16,228.55,124.66,33.26,11822.7,Private,West,4,9,No,549.96,No
CUST001446,33,Female,Married,High School,Employed,32429.35,14078.13,1660.66,1096.77,7653.02,15,1110.36,182.35,38.51,28362.49,High Net Worth,Central,2,80,No,587.74,No
CUST001447,57,Female,Divorced,Undergraduate,Employed,28721.5,13693.65,1012.61,741.42,6658.59,18,789.92,30.65,39.58,22864.25,Private,West,5,77,No,809.96,No
CUST001448,68,Male,Single,Postgraduate,Employed,68378.79,29092.89,5075.82,3707.9,10988.17,23,1163.83,71.46,36.49,35929.97,Private,West,10,18,No,517.29,No
CUST001449,75,Male,Divorced,Undergraduate,Employed,47589.38,16020.97,2347.33,1861.7,11830.87,3,465.3,58.26,48.84,10649.26,Retail,West,1,53,No,342.49,No
CUST001450,56,Female,Married,High School,Employed,70810.1,9447.41,1676.17,1356.58,14517,7,653.15,41.79,13.74,29961.31,Retail,South,12,73,No,498.18,No
CUST001451,46,Male,Divorced,High School,Employed,64148.42,30806.95,3524.18,2406.32,11708.7,39,835.7,21.14,25.92,53489.94,Retail,South,9,8,No,573.51,Yes
CUST001452,52,Female,Married,Postgraduate,Employed,51437.02,22506.12,1928.02,1635.02,11548.84,11,269.03,92.48,33.2,41012.91,Retail,North,15,19,No,407.08,No
CUST001453,70,Male,Single,Undergraduate,Employed,69888.88,32936.04,2248.95,1768.61,13499.62,24,1292.57,150.32,35.36,53570.89,Retail,South,4,80,No,518.97,No
CUST001454,49,Male,Divorced,Undergraduate,Unemployed,5943.2,1836.79,122.91,108.27,1910.87,35,1488.15,136.08,9.61,2175.57,Retail,East,18,75,No,332.02,No
CUST001455,22,Female,Married,Undergraduate,Self-Employed,44409.82,4824.34,2788.7,1851.4,10338.77,25,684.62,137.19,43.78,35599.88,Retail,Central,0,43,No,819.93,No
CUST001456,74,Male,Single,Postgraduate,Self-Employed,81888.62,35640.87,2467.18,1512.06,26264.89,28,627.54,179.86,40.74,33351.93,Private,North,6,92,Yes,638.13,No
CUST001457,57,Male,Single,High School,Retired,17145.98,8397.66,1097.57,819.87,2491.07,12,931.71,192.32,13.21,14308.8,Private,East,17,32,No,811.58,No
CUST001458,56,Male,Married,Undergraduate,Self-Employed,39897.5,11847.44,802.48,494.82,7706.61,23,1064.14,142.51,27.2,9296.56,Retail,West,5,19,No,718.53,No
CUST001459,35,Female,Married,Undergraduate,Employed,37147.43,18160.22,1140.83,925.26,5390.74,17,1316.01,35.29,14.74,28987.08,High Net Worth,West,4,7,No,573.1,Yes
CUST001460,55,Female,Married,Undergraduate,Employed,65023.71,6850.25,3515.6,2731.25,7126.45,37,622.05,141.81,18.29,50331.16,Private,South,0,24,No,457.09,No
CUST001461,42,Male,Married,High School,Self-Employed,40553.54,16241.83,849.88,673.08,15520.5,18,1170.76,119.86,26.68,7882.66,Retail,North,1,23,No,623.36,No
CUST001462,54,Male,Married,Undergraduate,Self-Employed,76351.15,26370.3,3342.81,2613.3,11905.58,9,436.11,31.59,26.97,50854.27,Retail,West,8,7,No,557.88,No
CUST001463,30,Female,Married,Postgraduate,Employed,38687.62,14530.2,2410.78,1734.85,6722.59,35,1052.63,66.28,26.6,22945.23,Retail,Central,6,40,Yes,304.25,No
CUST001464,55,Male,Married,Undergraduate,Employed,47117.85,12114.89,1725.25,1067.42,17036.32,36,753.44,62.79,27.21,20034.46,Retail,Central,4,79,No,650.25,No
CUST001465,79,Female,Single,Undergraduate,Employed,34775.72,8248.24,2699.73,1862.24,4464.78,18,1026.35,159.11,31.81,25843.79,Retail,South,4,23,No,765.76,Yes
CUST001466,25,Male,Divorced,Undergraduate,Self-Employed,64073.1,9485.07,2467.8,1796.28,16636.2,20,631.73,82.14,0.79,36892.05,Retail,West,2,79,Yes,791.86,No
CUST001467,78,Male,Single,Postgraduate,Employed,66835.75,19409.6,1607.44,1047.17,17556.02,21,512.08,110.12,6.99,15764.48,Retail,South,3,72,No,691.17,No
CUST001468,42,Female,Married,Postgraduate,Self-Employed,74604.27,29543.87,2155.68,1767.69,19350.25,20,780.39,161.43,23.51,42645.04,Retail,East,5,73,No,551.81,Yes
CUST001469,70,Male,Married,Undergraduate,Employed,54390.96,9380.12,3374.25,2969.71,6750.42,6,1353.14,188.57,35.42,27055.37,Private,East,11,91,No,528.17,No
CUST001470,64,Female,Married,Undergraduate,Self-Employed,70547.71,17455.27,4991.17,4114.2,5470.04,9,1044.79,116.88,25.46,55494.39,Retail,West,5,22,No,542.26,No
CUST001471,49,Male,Single,Undergraduate,Unemployed,7816.13,2452.15,350.46,253.11,1968.03,29,956.32,119.95,31.45,1162.82,Retail,East,12,22,No,775.74,No
CUST001472,60,Male,Single,Undergraduate,Self-Employed,73022.66,19160.4,4096.24,3598.52,9114.51,29,1107.81,37.26,48.53,48756.51,Retail,North,6,20,No,585.68,No
CUST001473,71,Female,Married,Undergraduate,Employed,49996.95,12171.23,1335.83,978.03,15782.72,13,1120.76,108.98,36.5,27297.98,Retail,Central,5,21,No,340.71,No
CUST001474,42,Male,Widowed,Undergraduate,Self-Employed,99183.13,24888,6738.49,5039.36,17998.08,36,512.64,143.56,46.99,87559.61,Retail,Central,4,14,No,557.06,No
CUST001475,39,Female,Married,High School,Employed,33957.41,15407.54,2337.3,1710.38,3930.74,27,425.83,54.03,0.95,12751.88,Private,West,15,85,No,742.88,No
CUST001476,55,Male,Married,Undergraduate,Unemployed,8227.53,2832.51,318.19,242.75,1427.46,6,812.78,40.03,22.36,6952.18,Private,South,2,22,No,436.71,No
CUST001477,66,Female,Married,Undergraduate,Unemployed,11735.95,2040.96,421.03,276.43,3969.93,39,306.97,175.4,17.73,6814.35,Retail,West,15,33,No,693.4,Yes
CUST001478,62,Female,Single,Undergraduate,Employed,59252.34,27919.92,3115.15,2467.02,12622.86,32,764.64,40.68,35.28,48726.22,Retail,South,7,78,No,430.92,No
CUST001479,65,Male,Single,Undergraduate,Employed,31596.82,8774.86,753.47,489.69,5476.57,28,1070.26,184.35,46.47,29521.42,Retail,West,18,13,No,662.37,No
CUST001480,43,Female,Single,Postgraduate,Employed,35082.29,14696.26,947.21,731.17,8708.52,1,110.37,69.26,2.01,8789.24,Private,South,0,86,No,581.9,No
CUST001481,66,Female,Married,Undergraduate,Employed,30618.1,12662.41,1279.31,980.05,5925.09,31,255.61,79.39,2.87,22159.25,Retail,West,0,90,Yes,563.45,No
CUST001482,31,Male,Single,Postgraduate,Employed,49278.12,22637.43,1135.59,892.88,12465.76,30,1447.02,114.6,33.64,47294.5,Private,North,19,85,No,678.54,No
CUST001483,48,Male,Single,Undergraduate,Self-Employed,93110.82,20992,2640.97,1957.32,26895.21,18,1399.12,53.86,17.3,20945.08,Retail,Central,6,15,No,564.22,No
CUST001484,18,Male,Married,Undergraduate,Self-Employed,69565.39,22338.46,1813.07,1509.95,15118.24,29,685.08,143.94,10.15,41481.96,Private,West,14,75,No,677,No
CUST001485,39,Male,Divorced,Undergraduate,Employed,71543.73,31335.46,2350.3,1545.39,16230.17,38,926.05,114.3,47.74,18436.6,High Net Worth,Central,17,12,No,819.24,No
CUST001486,41,Male,Divorced,High School,Employed,68422.44,28611.79,1551.34,1203.75,25471.32,23,317.41,190.3,0.7,13062.73,Retail,West,10,6,No,463.99,No
CUST001487,42,Male,Married,Undergraduate,Employed,55135.85,17010,2269.63,1900.39,6791.47,22,563.42,184.02,13.7,38415.24,Retail,West,1,32,No,315.06,No
CUST001488,57,Male,Single,Undergraduate,Retired,24177.39,2489.59,1461.3,939.44,3039.07,2,1210.11,158.55,16.58,7776.09,Retail,West,5,24,No,595.96,No
CUST001489,42,Female,Married,Postgraduate,Employed,66256.08,31772.86,3605.5,2769.55,9755.77,5,1298.35,53.27,39.14,58557.43,Retail,East,17,17,No,454.57,No
CUST001490,44,Male,Single,Undergraduate,Unemployed,9351.27,1214.43,502.34,365.85,2360.88,15,667.41,58.48,28.09,7730.91,Retail,Central,4,98,No,590.35,No
CUST001491,36,Female,Married,Undergraduate,Employed,54030.33,10017.57,1558.78,1292.79,13969.62,32,535.47,68.33,16.42,49317.4,Retail,West,7,88,No,642.42,No
CUST001492,41,Male,Married,Undergraduate,Employed,40291.37,12164.17,851.15,670.84,12955.14,6,1054.35,170.15,8.49,31555.24,Retail,North,8,25,No,614.94,No
CUST001493,35,Male,Married,Undergraduate,Employed,26557.02,12792.12,1018.54,872.3,4361.61,14,1105.06,136.63,10.89,25777.32,Retail,Central,11,60,No,653.25,Yes
CUST001494,28,Female,Widowed,High School,Employed,56189.78,21790.33,1923.97,1651.08,9105.87,24,1477.33,51.6,1.93,28654.55,Private,West,1,63,No,513.2,No
CUST001495,51,Male,Married,High School,Self-Employed,80935.03,37008.76,4978.92,4041.69,13996.2,21,1076.26,102.49,41.84,72516.97,Private,East,10,86,No,584.66,No
CUST001496,55,Male,Married,Undergraduate,Employed,68711.24,26238.02,3892.11,3289.9,8355.31,14,436.23,195.48,5.86,24370.97,High Net Worth,West,18,23,No,558.52,No
CUST001497,52,Male,Single,Undergraduate,Employed,38994.7,7307.35,1860.09,1458.89,7705.91,12,183.98,151.81,41.15,34882.29,Private,South,2,86,No,429.69,No
CUST001498,45,Male,Divorced,High School,Employed,32836.37,12850.48,1296.95,857.46,11005.56,4,460.65,188.17,6.96,12588.93,Retail,Central,13,84,No,568.36,No
CUST001499,41,Male,Single,Undergraduate,Self-Employed,77912.75,22768.4,3597.8,2497.81,19693.94,21,417.31,165.59,45.3,68716.86,High Net Worth,North,17,45,No,777.82,No
CUST001500,70,Female,Divorced,Undergraduate,Self-Employed,75839.05,18879.02,4703.35,4118.34,8997.04,17,229.97,150.51,33.93,28948.36,Private,South,6,76,No,478.87,No
CUST001501,47,Male,Married,Undergraduate,Retired,21186.99,5851.94,662.61,583.8,3968.01,29,722.14,169.39,17.6,13197.41,Private,Central,0,81,No,650.05,No
CUST001502,45,Female,Single,Postgraduate,Self-Employed,49935.84,17576.94,3016.36,2572.02,8040.02,16,503.39,144.66,19.63,37763.89,Retail,West,3,53,No,362.11,No
CUST001503,21,Female,Divorced,Undergraduate,Employed,37324.53,8663.4,2846.42,2088.63,4175.07,18,1395.13,122.13,14.23,27726.72,Private,Central,14,27,No,323.76,Yes
CUST001504,40,Male,Single,High School,Employed,27835.41,10508.35,582.85,522.81,5856.87,38,665.47,152.46,10.56,25021.51,High Net Worth,South,17,65,No,840.51,No
CUST001505,41,Male,Divorced,Postgraduate,Self-Employed,79990,23552.37,4799.6,3993.68,8086.91,11,1327.26,61.3,45.55,20768.99,Private,Central,0,45,No,463.1,No
CUST001506,42,Female,Single,Undergraduate,Employed,64640.89,20876.18,3320.78,2039.27,11446.15,32,529.42,108.26,9.22,16328.56,Retail,North,7,56,No,753.83,Yes
CUST001507,49,Female,Divorced,Undergraduate,Employed,50999.36,9886.28,2499.32,1870.39,10849.44,28,1264.09,191.25,8.8,48308.1,Retail,West,14,1,No,799.42,No
CUST001508,47,Male,Married,Undergraduate,Retired,28159.64,6022.92,884.29,763.53,5470.42,16,736.32,165.55,18.01,2942.11,Retail,North,13,37,No,506.66,No
CUST001509,51,Male,Married,Postgraduate,Self-Employed,64839.75,28785.23,3564.76,2939.52,6181.6,34,145.3,186.73,49.22,49425.3,Private,South,19,78,No,305.73,No
CUST001510,62,Male,Married,Undergraduate,Self-Employed,33355.5,15826.32,758.46,482.82,9932.08,30,781.73,194.14,23.25,11018.73,Retail,East,5,43,Yes,478.37,No
CUST001511,66,Male,Single,Undergraduate,Retired,26568.51,9852.08,1279.22,975.16,4675.15,38,417.48,125.69,17.77,14637.43,Private,Central,11,90,No,773.65,Yes
CUST001512,59,Female,Divorced,Undergraduate,Employed,28124.51,7767.42,1108.76,847.1,7962.81,22,530.42,55.31,49.93,21539.06,Retail,West,3,67,No,778.13,No
CUST001513,76,Female,Single,Undergraduate,Employed,58150.64,19319.68,3625.07,2213.72,6745.63,5,1058.1,153.39,37,39128.22,Retail,South,15,47,No,805.24,No
CUST001514,20,Male,Married,Undergraduate,Retired,26357.37,11849.7,1596.74,1385.83,3747.35,9,841.31,21.32,47.23,15879.1,Retail,East,7,22,No,747.2,No
CUST001515,34,Female,Married,Undergraduate,Employed,26161.34,2738.61,1346.28,983.36,5039.56,13,1344.06,36.05,12.45,6356.29,Retail,South,8,16,No,394.15,No
CUST001516,19,Female,Married,High School,Employed,43705.2,18145.37,1179.55,994.78,11355.98,39,1410.34,71.5,37.71,15087.35,Retail,Central,6,72,No,559.44,Yes
CUST001517,54,Male,Single,Undergraduate,Employed,42287.57,5269.34,3199.66,2868.13,2010.86,23,1067.34,22.73,44.53,35205.51,Private,North,3,11,No,539.3,No
CUST001518,72,Male,Single,High School,Employed,26741.36,8338.59,1361.74,1047.73,6609.39,27,1308.95,143,26.47,5335.51,High Net Worth,Central,6,25,No,575.02,Yes
CUST001519,36,Female,Single,Undergraduate,Employed,36230.21,10408,793.91,636.57,7869.75,32,373.1,166.99,21.19,8828.01,Retail,Central,8,17,No,624.45,No
CUST001520,74,Female,Divorced,Undergraduate,Employed,73180.09,13922.79,4221.7,2958.83,11401.61,31,210.98,155.68,14.8,12815.93,Retail,North,19,50,Yes,505.73,No
CUST001521,26,Female,Single,Undergraduate,Employed,48859.55,4937.72,3783.19,3338.44,3241.18,33,566.16,46.01,28.36,35890.44,Retail,South,16,89,No,674.25,No
CUST001522,75,Male,Widowed,Undergraduate,Self-Employed,64173.7,20302.5,3478.19,2330.21,7407.39,26,556,164.7,9.61,7543.03,Private,West,18,84,No,317.81,No
CUST001523,40,Male,Single,Undergraduate,Employed,34986.5,7648.88,1980.31,1301.07,8727.21,18,1031.13,169.13,21.59,12621.1,Private,West,16,15,No,699.63,No
CUST001524,30,Male,Single,High School,Employed,45472.12,6161.03,1203.06,1000.81,9734.19,12,1276.5,37.38,34.13,13233.34,Private,South,18,7,No,593.47,No
CUST001525,45,Male,Married,Undergraduate,Employed,55813.21,25514.32,1553.31,1319.47,17432.26,3,515.64,108.63,32.62,40248.98,Retail,West,15,22,No,385.21,No
CUST001526,36,Female,Single,Undergraduate,Retired,27095.43,9023.34,2044.1,1798.93,1444.74,5,694.68,143.86,34.99,19776.88,Retail,West,12,32,No,622.25,No
CUST001527,38,Male,Married,Postgraduate,Employed,68367.88,11227.11,5215.5,4301.24,3710.52,14,246.94,93.2,29.33,28395.16,Retail,North,4,89,No,335.32,No
CUST001528,38,Female,Divorced,Undergraduate,Unemployed,13990.2,4824.11,305.05,266.23,4083.57,12,677.84,180.07,0.13,2515.83,Retail,South,16,15,No,658.86,No
CUST001529,65,Male,Single,Undergraduate,Self-Employed,48284.04,14031.42,2334.31,1581.9,9509.37,4,400.17,115.25,1.34,31709.79,Retail,Central,19,10,No,609.8,No
CUST001530,48,Female,Married,High School,Employed,59594.3,9050.69,3119.93,2092.1,10417.12,16,635.44,41.98,29.01,30378.64,High Net Worth,Central,4,5,Yes,843.3,No
CUST001531,39,Female,Married,Undergraduate,Self-Employed,80907.44,31258.02,6201.4,3881,15011.61,11,472.89,115.48,48.3,46287.76,High Net Worth,West,19,81,Yes,389.88,No
CUST001532,51,Male,Single,Undergraduate,Employed,28541.12,3585.42,738.2,489.6,6664.91,36,1232.22,123.94,9.72,19234.67,Retail,West,16,6,No,790.69,No
CUST001533,59,Female,Single,High School,Self-Employed,59271.24,14211.38,4152.28,3216.59,4534.04,38,105.69,191.65,35.87,23425.37,Retail,Central,12,3,No,534.69,No
CUST001534,37,Male,Divorced,Postgraduate,Employed,34394.58,13102.94,2160.18,1608.81,5504.95,2,574.19,95.96,21.66,4806.35,High Net Worth,South,10,31,No,357.44,No
CUST001535,43,Male,Single,Postgraduate,Unemployed,12248.4,1847.43,949.43,647.74,1745.28,13,1456.93,180.75,6.95,10371.35,Retail,North,10,43,Yes,721.64,No
CUST001536,31,Female,Divorced,High School,Employed,54869.25,8861.01,3127.57,1947.14,9374.46,8,1050.59,77.59,1.66,53416.78,Private,Central,17,72,No,837.04,No
CUST001537,33,Female,Married,Undergraduate,Employed,71097.96,20955.04,1972.27,1327.8,19702.02,21,1181.03,101.41,35.67,21188.01,Retail,South,3,33,No,726.89,No
CUST001538,56,Male,Single,Undergraduate,Employed,60408.22,10000.63,3713.65,3187.93,9632.18,26,1303.82,141.55,7.2,23329.96,Retail,West,3,23,No,645.61,No
CUST001539,33,Female,Married,Undergraduate,Unemployed,11696.21,4506.52,676.47,527.49,2083.18,38,606.58,179.39,14.92,5686.45,Retail,East,7,43,No,344.22,No
CUST001540,47,Female,Divorced,Undergraduate,Retired,24348.61,7678.28,767.12,534.87,4127.23,35,192.32,159.34,20.07,16362.82,Retail,North,17,12,Yes,529.49,No
CUST001541,58,Female,Married,Undergraduate,Employed,58436.67,26752.11,4416.46,2910.52,5002.45,15,674.97,47.98,35.29,43238.89,Private,East,1,10,No,333.35,No
CUST001542,30,Male,Married,High School,Employed,71763.18,15221.34,2243.21,1947.29,18946.01,30,1013.79,54.87,19.38,16392.41,Retail,South,4,33,No,504.35,No
CUST001543,49,Female,Divorced,Undergraduate,Employed,70596.58,19600.1,1842.18,1639.84,11253.54,2,619.11,32.28,19.31,41557.32,Retail,North,18,13,No,581.9,No
CUST001544,36,Male,Single,Postgraduate,Employed,63633.14,22435.52,1377.93,1077.24,19615.7,16,727.64,131.87,39.71,27546.6,Retail,East,4,48,No,677.53,No
CUST001545,77,Male,Divorced,Undergraduate,Unemployed,13628.8,6008.58,379.93,315.91,4444.65,13,1255.71,99.26,0.35,4613.39,Private,West,1,6,No,456.39,No
CUST001546,45,Male,Divorced,Undergraduate,Employed,43150.17,13262.18,2159.33,1336.31,9135.29,1,150.73,177.65,37.69,28549.96,Retail,South,3,24,No,807.93,No
CUST001547,65,Male,Married,Undergraduate,Employed,36825.73,4410.74,760.86,572.83,10537.82,28,568.61,198.09,26.08,30823.38,Retail,South,13,27,No,574.09,No
CUST001548,48,Female,Divorced,Postgraduate,Employed,45297,13135.36,2814.39,1810.65,9898.79,1,783.78,178.14,27.08,44307.08,Retail,East,6,92,No,557.64,No
CUST001549,24,Male,Married,Postgraduate,Employed,41527.83,12152.79,852.69,609.94,9915.17,34,518.86,28.39,17.28,8782.92,Retail,West,8,63,No,367.24,No
CUST001550,53,Female,Married,High School,Self-Employed,88577.77,39875.88,4190.04,2783.68,21316.11,13,724.16,189.98,4.62,64582.94,Retail,Central,12,99,No,638.53,Yes
CUST001551,76,Male,Married,Postgraduate,Self-Employed,64563.35,15583.96,5088.23,3480.78,6945.74,2,662.47,38.54,4.54,29382.04,Private,East,0,24,No,499.82,No
CUST001552,51,Female,Married,High School,Employed,55533.89,25237.96,2857.68,2379,11851.56,4,1393.47,100.5,17.04,37862.64,Private,Central,10,55,No,813.85,Yes
CUST001553,66,Female,Married,High School,Self-Employed,38370.42,17108.92,2092.1,1677.77,5696.52,25,790.37,73.52,36.02,32827.02,Retail,Central,11,10,No,786.37,No
CUST001554,71,Female,Single,Undergraduate,Employed,56437.75,18558.72,3973.3,2595.67,8621.45,34,766.85,48.16,44.58,7427.86,Private,West,14,20,No,528.18,No
CUST001555,35,Female,Married,Undergraduate,Self-Employed,53542.48,6745.48,1167.37,947.27,14516.64,13,456.28,50.82,40.61,28373.68,Retail,West,12,22,No,740.39,Yes
CUST001556,35,Male,Single,Undergraduate,Unemployed,6588.3,2986.86,323.61,224.19,1756.85,36,164.85,82.25,39.9,5467.1,Private,North,19,45,Yes,586.56,No
CUST001557,51,Female,Single,Undergraduate,Unemployed,8028.11,1989.55,587.69,435.69,738.04,32,519.27,24.57,0.29,7791.48,Private,South,3,52,No,565.29,No
CUST001558,43,Female,Married,High School,Employed,74022.85,29427.37,5318.76,3352.96,15880.93,21,138.09,31.64,9.58,60969.96,High Net Worth,Central,10,19,No,687.77,No
CUST001559,68,Male,Divorced,Undergraduate,Employed,71490.11,9798.74,5052.55,3386.29,10254.26,26,1257.48,148.57,47.25,29157.06,Retail,West,16,18,No,740.75,No
CUST001560,72,Female,Married,Undergraduate,Employed,25391.32,10189.61,511.28,329.63,10104.49,15,386,132.72,43.51,8291.33,High Net Worth,West,7,80,No,649.56,No
